Month,Temp_Min_C,Temp_Max_C,Temp_Avg_C,Rainfall_Total_mm,Rainfall_Seasonal_mm,Humidity_%,Solar_Radiation_MJ_m2_day,Sunshine_Hours_hh_mm,Wind_Speed_kmph,Evapotranspiration_mm_day,Dew_Point_C,Heat_Stress_Days,Frost_Days,Soil_Type,Soil_pH,EC,Organic_Carbon_%,Soil_Moisture_%,Sand_%,Silt_%,Clay_%,Soil_Depth_cm,Water_Holding_Capacity_%,Nitrogen_kg_per_acre,Phosphorus_kg_per_acre,Potassium_kg_per_acre,Zinc_mg_per_kg,Iron_mg_per_kg,Copper_mg_per_kg,Manganese_mg_per_kg,Sulfur_kg_per_acre,Irrigation_Frequency_Level,Water_Quantity_liters_per_acre,Irrigation_Method_Type,Groundwater_Level_meters,Water_Quality_Category,Planting_Date,Harvesting_Date,Crop_Duration_Days,Seed_Rate,Row_Spacing_cm,Row_Gap_cm,Plant_Density,Intercropping,Weed_Control,Soil_Condition_At_Planting,Planting_Method,Mulching,Fertilizer_Split,Drainage_Condition,Variety,Germination_%,Tillering_Count,Cane_Height_cm,Cane_Diameter_cm,Internode_Length_cm,Brix_Value,Disease_Type,Disease_Severity,Pest_Level,Pesticide_Usage,Fertilizer_Type,Fertilizer_Quantity,Application_Timing,Machinery_Use,Labor_Input,Latitude,Longitude,Altitude_m,State,District,Tehsil,Agro_Cluster,Khasra_No,Sugar_Mill,Region,Year,Season,Growth_Stage,Yield_Quintal_per_Acre
Dec,13.21613346865302,23.327693386565976,17.718577261816215,1488.4670580410911,936.6377491916543,85.83722792321828,27.8208020461589,7:35,4.793369208725491,7.796460326522079,12.79867151981427,3.0,0.0,,7.272899533796119,1.0322975843075253,1.4379560908407916,32.30272085956762,48.68405777464782,36.46304271063754,16.422917820579286,158.05483940551636,41.43233865629375,63.401549544560496,24.343890857041487,151.09010287933904,4.1030999967378605,4.480128889119469,2.1816183357176935,4.882573765356305,22.15237999495227,Medium,1396.7536735238982,Drip,11.51170642100569,Good,2020-12-01 05:02:28,2023-08-11 14:52:56,392.0,13.476861546470468,73.42059319552824,136.9833877468132,62856.611043833545,No,Manual,Wet,,No,Single,Good,Co0238,83.7009194990465,20.0,243.9642954060663,4.971998420250299,15.443300482452178,15.280695596805344,Red Rot,Medium,High,4.493806874746698,DAP,201.97811966895534,Early,Yes,20.643740426291632,30.056718730102983,78.08496871480608,,Uttarakhand,Haridwar,Khanpur,Bahadrabad_Cluster,8091.0,Uttam Sugar Mills Ltd,Uttarakhand,2018.0,Kharif,Early,219.12349247076463
Sep,19.579150041642112,28.251999340383783,25.207580321239643,879.998661530988,997.6004689109843,68.07076469582742,24.55225764140363,7:16,9.911208250863776,5.1738344315003015,11.581765976719002,16.0,3.0,Alluvial,6.025051958475518,0.9882213069824028,0.8433089134463521,21.925041305715055,41.6270494888355,16.014318130045133,12.637543949351723,148.6178172186537,29.58513473979998,139.6036878514069,97.83031116414178,160.61131684452164,3.2850203882217115,6.568300933320666,1.2680200508347819,4.978342706600263,25.78217788697977,Medium,1605.8041254355132,Drip,14.459621297508622,Good,2021-10-25 14:19:41,2024-10-16 13:49:06,352.0,10.184828865153968,71.44091546971185,104.00205533109434,131532.01118021103,No,Manual,Wet,Straight Row,Yes,Split,Moderate,Co0238,66.29066433801017,24.0,250.90702916088847,4.534624329837608,15.630696612094212,17.745862538090417,Red Rot,Low,Low,5.3969718089388055,DAP,128.9758787325446,,No,28.679515627701065,30.102335052791947,78.08885246537116,279.7706894212189,Uttarakhand,Haridwar,Roorkee,Narsan_Cluster,1406.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Rabi,Mid,400.46722157871136
Nov,18.20877520381776,30.5157438648007,23.262821515689463,1501.5921238061137,453.84711069910503,81.09367156177419,20.158206391809774,9:00,6.995902081431794,3.6377832191629293,14.0487774836924,6.0,6.0,Clay,6.271434730971224,0.1472384948663235,0.3699931851942895,23.760866207966703,37.541633137688486,26.100723794361834,,118.31571383223903,46.67149454714193,107.25268408653695,115.05504797205695,163.31516219993944,3.348111193521536,4.012504543491878,0.26607448064106487,5.939197197604624,12.785079965573985,,,Flood,,Saline,2021-10-25 03:12:57,2022-04-22 15:13:03,334.0,8.850745901797206,111.42524494522716,82.58279209425098,95288.92294400887,,Chemical,Moist,Circular,Yes,Single,Moderate,Co0238,81.23632752810903,8.0,347.26816523011723,4.593555929821205,23.008093175846746,21.522176747311228,None,Low,High,0.053857043925809034,DAP,63.88403563186915,Early,No,49.568759023694,30.057074068430833,78.14251999013304,274.5891419752667,Uttarakhand,,Haridwar,Narsan_Cluster,118.0,Uttam Sugar Mills Ltd,Uttarakhand,2024.0,Rabi,Early,340.9726737152919
Jan,12.13894519953876,25.17167237282602,19.638231608784736,1533.499247400472,926.4791078460025,75.73858176505935,15.994484705777937,9:37,4.379984412256825,6.086826514966578,20.8539064297171,21.0,3.0,Alluvial,8.472176957449228,2.084948176781502,0.6924781041160093,,43.73085788931743,13.118366209902778,34.33334104633765,198.8079935914129,24.569329784349204,173.17057419462088,95.74698196415753,156.02775570788984,2.846714776780266,7.331819124228619,,2.2641032633657088,12.195879539527711,Low,1935.4033701198823,Flood,2.2093487053360743,Moderate,2022-06-28 17:43:02,2023-09-13 19:10:48,394.0,6.207183007905228,93.80275120944535,93.16263107804426,69942.7388178975,Yes,Chemical,Dry,Circular,,Split,Poor,Co98014,68.22912769456863,17.0,259.02604986214794,4.659850930463508,19.773511596379173,19.126914779307082,Smut,High,Medium,1.677265371510468,Organic,96.63888760749691,,No,31.05419936734777,30.019346345196197,78.077536837027,322.92938344208534,Uttarakhand,Haridwar,Khanpur,Narsan_Cluster,2527.0,Uttam Sugar Mills Ltd,Uttarakhand,2022.0,Rabi,Mid,217.9570676985126
Dec,9.011861881291145,23.02438363704119,15.299703410214207,1780.4964649300318,1183.97703168724,50.54278279616064,15.135368321507746,9:48,13.558249761185474,2.303863161654344,10.83713266859861,0.0,0.0,Clay,7.425213273804049,0.986438949186041,1.034249280294116,32.1699698493291,45.494194264423626,10.404790035806304,23.065335289665384,82.6606323528716,49.58269209717699,178.7802469333307,91.44051877291805,130.84857996225952,3.218888273292565,8.014269837155474,1.974989655797433,1.468801909058857,22.362810993137995,High,1564.8025832894516,Sprinkler,2.9998572007352884,Saline,2023-06-15 02:43:55,2024-07-10 16:38:07,,6.33160432853347,86.73442382786604,145.05197716268134,70638.03064788616,Yes,Manual,Dry,Paired Row,Yes,Single,Good,,78.94262644517978,5.0,189.63618776102544,2.385549009444913,19.971317831893714,18.692772200042022,Red Rot,Low,High,2.9526100452173774,DAP,276.84932363828364,Late,No,46.61281746563013,30.09461416051756,78.0957322715174,,Uttarakhand,Haridwar,Bhagwanpur,Dhanauri_Cluster,9213.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Kharif,Early,287.50457752622344
Feb,19.259240558445267,30.19147307941309,23.26338430931987,1689.294565451355,860.7505339294321,85.4702162434715,24.084365042585432,6:20,4.856413453784228,2.6426756806747576,22.274832154136,20.0,4.0,Loamy,7.494106092914967,1.4673797868787972,0.8597180179020225,22.821476638886637,56.0880690165324,38.69748025368583,19.155901910920335,130.61878821273984,40.55725620621858,94.29190280796784,31.85491225528884,183.9611793139343,3.5394006274438796,,0.6754507478058924,6.962217033437938,12.977144128003403,High,1413.046280155971,,3.050577572359693,Good,2022-12-21 00:18:10,2022-02-08 11:02:52,300.0,7.859783174330862,107.42921353100328,88.42258874496278,142911.25694208755,Yes,Manual,Moist,,Yes,Single,Poor,Co98014,99.79004876115766,12.0,285.77576764796703,3.0967649380126745,13.65281823212288,17.591621581283565,Leaf Scald,Medium,High,1.110334518675412,DAP,242.35572718100818,,No,29.014601561105188,30.094642532285707,78.0574451995196,293.96203572643907,Uttarakhand,Haridwar,Bhagwanpur,Bahadrabad_Cluster,9980.0,Uttam Sugar Mills Ltd,Uttarakhand,2019.0,Kharif,Early,184.72157115971407
Apr,39.22149732161426,47.3623116085226,43.09750913623446,1755.8643477215842,928.5928309870751,78.32600418465,27.207420351205695,9:07,13.454053072200598,2.01089770693384,23.494452089086383,29.0,6.0,Sandy,8.229627198547167,2.395374614029569,0.4769736656064767,31.017603247489962,38.97576070427512,23.36716500871056,,76.68071448968543,52.06549819169322,178.52417531106963,,105.06032171286759,2.687062502417282,9.056281529563051,2.483587552030332,7.219452990084956,29.259575973078103,Low,1151.9423949356642,Flood,13.619679522491195,Good,2020-02-13 16:32:49,2024-04-27 21:25:21,391.0,12.798797573204821,68.16746815855004,90.97367483340138,131758.30240544683,No,Chemical,Dry,Straight Row,Yes,Single,Good,Co0238,67.10422246700718,5.0,,2.5930303762036386,18.12503005881114,20.857097862666976,None,Low,Low,2.553059356553997,DAP,267.1549911668927,Mid,No,16.590995616831567,,78.2452299346141,,Uttarakhand,Haridwar,Bhagwanpur,Iqbalpur_Cluster,2573.0,Uttam Sugar Mills Ltd,Uttarakhand,2023.0,Kharif,Early,402.33462479367483
Nov,21.883263252211975,31.014721716609483,25.42471003462656,1442.7313994799845,507.09837529019615,87.78836894903249,18.48375969603554,5:30,7.170443401579148,3.0858113792144515,14.922250915741536,6.0,6.0,Sandy,6.024877272623769,0.6323664243759602,1.0745479321681013,10.982372635700429,54.599648726131925,23.835230843117145,35.5577272497148,101.39228222652085,28.652591659021507,120.35835067125085,44.50275629733901,134.33378017112696,1.5911553933663725,7.098387264455191,,7.496938217432777,,High,1967.9256562685996,Drip,11.586646083234879,Saline,2021-09-05 18:39:42,,277.0,11.547289059909204,88.07888690661918,83.00258687888075,139879.79628838875,No,Chemical,Moist,Straight Row,No,Split,Good,Co0238,78.12554419428734,11.0,277.89170507780346,3.8771662976038486,15.990339177064385,17.091973347969986,Smut,Low,High,2.2324477953680777,DAP,71.42949999908137,Mid,Yes,39.84593099362572,29.99820753751644,78.25287281852921,276.0134983469335,,Haridwar,Khanpur,Jwalapur_Cluster,,Uttam Sugar Mills Ltd,Uttarakhand,2021.0,Kharif,Early,245.10313733168158
Jan,7.672340233186473,17.64800613917075,12.215172721131058,1243.2320847339665,902.6311956682571,77.37365051298849,20.603386466199005,8:35,10.781365067924991,3.720735557776102,11.864964630676425,21.0,8.0,Alluvial,6.2523080418696315,2.223056035543768,0.40963562876296844,34.826761180104604,41.92253506217571,15.748169930736456,36.00120192238795,178.02118014500923,32.38994265155294,118.47996111475803,110.90175007895108,148.0706552456682,2.360562533780815,9.892758717157985,0.8343089280236544,2.389029253627781,22.572349219415546,High,1885.1007818160338,Sprinkler,10.659843720120767,Good,2020-01-05 13:39:56,2023-03-10 01:55:08,250.0,7.13222241515902,118.10057106133387,92.78251889812339,142580.11021563556,Yes,Chemical,Wet,Circular,No,Split,Poor,CoJ64,98.23197627655807,14.0,290.1300523778729,3.8386393178248595,24.95824445317142,23.914233487886676,Red Rot,Medium,Medium,2.3652868119995585,DAP,52.63819968342849,Mid,Yes,18.69262804768862,,78.00316119976448,342.03213539577933,Uttarakhand,Haridwar,Roorkee,Jwalapur_Cluster,9760.0,Uttam Sugar Mills Ltd,Uttarakhand,2024.0,Rabi,Early,310.9127394562932
Sep,21.967848226248528,30.24614873476548,25.764799554993132,1598.9223725744496,965.875967352845,84.29614720044763,26.876411284505764,7:35,9.052880126164379,4.327161378962722,17.918120345960027,11.0,8.0,Sandy,8.383698311206487,1.381416272778576,0.5892198714246404,19.506097739206922,33.142082618299455,24.01042929572827,27.026741019744886,102.71811776575711,27.732743775814235,150.9999453337785,109.46106966482202,,4.019190501134233,2.556037636784887,1.0520653352768408,6.809439301417259,10.780563063012348,Low,1974.2067015700457,Flood,8.665440821185506,Saline,2021-10-18 02:37:25,2024-09-03 12:29:42,320.0,5.219485948840705,61.42520930036299,104.80652967947202,81882.76223750631,No,Chemical,Moist,Paired Row,Yes,Single,Moderate,CoJ64,83.88225475073277,11.0,221.85784985044992,4.6233198677130485,13.71411357349793,24.329221434612144,None,Low,Low,4.307522050802882,DAP,77.76997060980094,Early,Yes,14.97492922182789,29.927066833412248,78.26044127808277,313.84262366204786,Uttarakhand,Haridwar,Khanpur,Jwalapur_Cluster,9140.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Kharif,Late,382.607077542096
,16.246156728991522,26.87440797318638,20.922847920732572,845.0874630135322,596.7100691787022,65.52683638070958,22.741847359754274,6:44,4.069607293571052,4.303008624337339,11.593372240963632,24.0,1.0,Sandy,6.889892908580654,0.9683606546464456,0.7781959529571321,27.985220292112647,34.842341080429975,13.666663228855338,37.34991899568207,190.529615113345,57.997919295432155,235.96858831341254,26.021344617059853,187.71685460839706,0.8362770323442821,9.034100516811957,2.271382993579346,6.5082629665486875,21.586082996729175,Medium,681.2131187221306,Drip,4.129586413200663,Moderate,2023-05-31 09:43:39,2024-08-30 13:06:00,338.0,12.932648508475948,87.8539777823913,66.37340573048535,128491.91126776306,Yes,Manual,Wet,Circular,Yes,Single,,Co0238,98.66470688884431,17.0,193.06385853170715,3.796551681673358,18.661324302990472,17.605930332012377,None,Low,High,0.7437616008297421,Organic,250.0304812929396,Late,No,27.443665428632457,30.038063941766726,78.29708606118591,298.8398209572255,Uttarakhand,Haridwar,Bhagwanpur,Narsan_Cluster,8610.0,Uttam Sugar Mills Ltd,,2018.0,Rabi,Mid,380.5782577262914
Apr,37.848553480751576,51.49213767046528,43.85547459459523,1391.1316146233921,890.0158682854953,54.7506965176248,17.168653346945625,9:45,7.869626293593063,6.516256477824557,15.452401315821355,15.0,3.0,Loamy,7.831157579378399,0.7856185345933293,0.7003206059600033,20.973512258137077,39.55341044369995,21.909279265608887,18.276040144077015,,56.498471560856515,,31.32716369636687,165.76903340908362,2.4980416764083264,3.338477945934228,0.8379405033939789,7.381709869140177,13.49020659096689,High,1602.682649899625,Drip,15.150869536060467,Saline,2020-11-27 14:30:38,2021-02-26 09:45:55,347.0,13.042599491093613,99.20685518471706,77.60740190329584,77446.64934368813,Yes,Manual,Dry,Straight Row,No,Split,Poor,Co0238,64.6865484640052,24.0,156.36719857806278,2.579124833748149,14.049715677795955,18.625147444668563,Smut,High,High,0.4138337361757971,DAP,177.4838465737298,Early,No,24.284554520574154,29.89754854454205,78.10881670919728,268.0996323734863,Uttarakhand,Haridwar,Laksar,PiranKaliyar_Cluster,407.0,Uttam Sugar Mills Ltd,Uttarakhand,2023.0,Rabi,Early,58.37331667908231
Mar,17.361658228312116,32.72057988987115,24.846895169363073,1338.265827254846,434.27281917915775,53.60555940490437,25.853768923807102,9:54,10.11316516179432,3.394120490523786,24.018697958229424,12.0,,Clay,7.747262694420836,1.344746605523082,0.9376171162223763,29.603123565063125,40.95783450703505,10.001406093748194,21.794413203257584,120.11655361109153,20.45594020918397,,81.49425513510988,91.90895201267858,1.3329448834310758,2.7783994634055817,1.1390608559358484,3.0795304287874443,21.281679822955613,Medium,1710.116274563685,Sprinkler,8.477750422892058,Saline,2021-06-24 14:08:32,2021-12-06 09:45:53,302.0,10.097637299793293,118.1914936712917,129.0863419396324,91490.57177989424,Yes,Manual,Dry,Straight Row,No,Split,Good,Co0238,76.66209011448082,6.0,244.2414327335528,2.260063426916587,12.738536646631482,19.434372752448024,Red Rot,Low,Medium,7.67635566558944,Urea,100.81451372499359,Mid,Yes,38.95161742322476,29.955327845169222,78.24812719876171,331.1352332306232,Uttarakhand,Haridwar,Khanpur,Bahadrabad_Cluster,969.0,Uttam Sugar Mills Ltd,Uttarakhand,2021.0,Rabi,Early,371.8543803207369
Feb,21.340137431350158,28.914295873631083,25.351523336803503,1106.8787921282592,610.5292201166191,58.91644715318655,26.724873290925927,5:00,8.20572826166153,,12.526282691439237,7.0,4.0,Loamy,6.863692986780066,,0.38410243406477473,28.825946582239595,53.86320047711037,19.727541716913702,35.89094516997514,117.46466616880213,49.04485005134006,115.44557097934862,62.40992759172939,103.53471873919246,4.416349256600336,6.701097661255891,1.914723114637332,3.195831489719656,,Medium,564.3305291894136,Sprinkler,16.53458594733164,Good,2022-07-30 15:28:08,2024-01-21 15:34:27,255.0,6.201235580521313,73.68610085232893,145.61414074348176,120805.85923831756,Yes,Manual,Dry,Paired Row,Yes,Split,Moderate,Co98014,69.4273668523181,13.0,246.30823176749405,3.974966404013001,22.19022539794674,24.22663815592054,Leaf Scald,High,Low,6.4843893350537805,DAP,237.2928836230154,Mid,No,31.185441182575904,29.92217576776731,78.25795343116782,250.3511841379121,Uttarakhand,Haridwar,Bhagwanpur,Manglore_Cluster,1628.0,Uttam Sugar Mills Ltd,Uttarakhand,2020.0,Kharif,Mid,170.5180723261107
,13.736252394044563,24.232766374876793,18.57191657059589,927.0876034097334,748.7593203480978,83.689761683355,25.51868864227032,7:39,8.570528832800157,4.1582719528802485,22.004020791174682,3.0,6.0,Clay,7.078572247607732,0.43535848679772116,1.0818245215752442,19.8021799073233,49.27768030800274,15.038430352260699,15.404419297466891,167.18863953391144,21.3303829134786,105.07153903801884,71.56537444187629,157.38487420587305,0.6283658427627462,7.62094698773439,,6.755150546205185,12.600178423867206,Low,990.9062340105256,Drip,7.498629395511249,Moderate,2020-02-06 06:05:44,2022-05-26 23:10:44,327.0,6.4000002541518715,94.66565455296362,81.05814122851328,100770.52711579594,No,Manual,Wet,Paired Row,Yes,,Good,,84.2662827014864,12.0,347.7321578971859,2.287555552256233,19.46744201013034,18.118227559763405,None,Medium,Medium,4.093813480573036,Urea,74.87223243545544,Early,Yes,48.31419353285319,29.854592199924316,78.18202407834312,263.1942433393383,Uttarakhand,Haridwar,,Bahadrabad_Cluster,8945.0,Uttam Sugar Mills Ltd,Uttarakhand,2022.0,Rabi,Early,295.571330020318
Jun,38.815918625314694,50.61752993309233,43.20265243393784,1741.9990093083002,494.2457704541474,77.35300417432079,29.836325097841595,8:58,10.067198693178806,6.209827124091542,19.301572574286016,6.0,6.0,Sandy,7.489222993156279,0.9508959034046734,0.8741673692399776,22.550269365178313,,11.156424172031718,29.096216600135026,146.81632530440976,36.58731113178764,68.17514149838732,115.06827373373291,63.859044302577594,2.2693781777584476,2.560900265534788,1.6370373168771537,6.866747081177538,7.695779136584667,High,1214.563093901144,Drip,4.771536140974873,Good,2020-05-28 03:58:53,2022-10-06 06:55:06,312.0,10.328145654037666,84.41623471908787,119.36192369164209,142743.6129381344,Yes,Manual,Moist,Circular,Yes,Split,Good,Co98014,87.30079528648092,10.0,230.5390700155985,4.17731608494409,12.574170200926925,16.58978076039117,Smut,High,High,7.483469017030285,DAP,180.47257283779197,Late,Yes,30.855318159840486,30.050665224470993,78.15264287857147,243.88738042283074,Uttarakhand,Haridwar,Khanpur,Iqbalpur_Cluster,7976.0,Uttam Sugar Mills Ltd,Uttarakhand,2024.0,,,105.12843903969525
Jul,26.33152444563234,39.00926947877373,32.93929385859965,1237.0687204718047,1174.9596373949212,76.45243400197575,21.890948687060053,9:00,4.041528776357923,3.0798446833941817,,29.0,8.0,Alluvial,6.043082956889682,2.3240530925889935,1.318427559008584,24.157627967844174,,27.741722844560726,19.062289762354702,167.7884239585138,46.173420511804565,200.5752874632574,118.06727341158386,170.76491205848478,0.8052187437382665,6.665897247266413,1.9290316166693693,7.557767314020355,20.863720553266955,Low,1750.803338961181,Flood,16.63612620232373,Good,2023-07-16 03:02:31,2021-07-30 15:04:32,396.0,13.818269946252173,92.3304248236038,104.0366650440339,71253.53383715711,No,Manual,Moist,Straight Row,No,Split,Good,Co98014,97.3692734011413,12.0,225.4147150687331,3.012467511758309,22.433722958262774,16.07143108341009,Leaf Scald,Low,Low,2.9568252974397202,DAP,105.68506000954332,,No,44.317519235817024,30.195542414569665,78.06209323701158,243.76135376649586,Uttarakhand,Haridwar,Haridwar,Iqbalpur_Cluster,4807.0,Uttam Sugar Mills Ltd,,2023.0,Kharif,Mid,442.89211961138557
Dec,7.754276873919061,18.39704885571605,13.227265727266385,1912.179624714078,821.433527881107,66.4151350155584,15.254541518039217,6:24,3.4983580519965045,4.801263836254738,19.217134806666643,16.0,0.0,Alluvial,,2.0014404940541124,0.399589995435702,20.832198014255503,28.322919107109392,23.909571905906386,20.694018297665508,91.26667446487608,31.85039859258822,172.2091040716415,34.62654527484813,121.19623527864967,1.7761115047586484,9.830259967003094,,3.2931487111384175,17.101650277518473,High,1510.2419361463835,Sprinkler,11.887698297025649,Good,2022-01-23 08:18:33,2024-02-01 11:36:39,275.0,13.791307939760873,115.09328130364048,130.82171081710663,106645.80287377918,Yes,Manual,Wet,Paired Row,No,Single,Poor,CoJ64,72.298654834187,10.0,210.42024277262828,2.7013063854681656,21.28050755201545,18.69232923192434,None,Low,Medium,7.705798970562362,Organic,198.53388669263725,Late,No,44.670113792253055,29.808811631901158,78.00606700328173,342.1590271774386,Uttarakhand,Haridwar,Haridwar,Bahadrabad_Cluster,9649.0,Uttam Sugar Mills Ltd,Uttarakhand,2024.0,Rabi,Early,400.31756590798346
Jul,18.66064590816739,32.12325901629721,25.6092872172072,1240.4992965046958,1199.3968735072206,80.53842706134728,19.866191519462447,7:01,,6.6596207718666545,18.876797254757435,28.0,9.0,,8.123550859581574,2.3110329095514297,1.0646831399683125,16.25731806290036,23.707055948667502,34.812686463228964,22.26897854813612,187.91270102413444,48.45447207274448,84.57455004017646,110.66265657553721,70.79518732451882,1.8281608478712108,8.045257144020377,0.2776017789970397,6.397676627678457,26.488873068363095,Medium,1730.456262110537,Drip,11.640586520975344,Moderate,2020-01-21 16:32:57,2022-10-07 20:39:34,279.0,6.491140042409784,60.472420596345266,69.57369956204089,76729.3473319108,,Manual,Dry,Straight Row,Yes,Split,Moderate,Co0238,90.29092981474362,11.0,245.76487992045816,2.952788905879977,15.908339020590253,24.753982824103037,Red Rot,High,,3.0603254515360065,DAP,244.79577980841995,Early,Yes,10.211321283063644,30.094662654330754,78.29583781819862,341.571150693023,Uttarakhand,Haridwar,Khanpur,Dhanauri_Cluster,3087.0,Uttam Sugar Mills Ltd,,2021.0,Kharif,Mid,70.21883786051775
